gene,pair,correlation,value,percent_expressed
trio,melsim,rho,0.780775485413115,43.5321735989887
trio,melsim,r,0.876448911885113,43.5321735989887
trio,simsec,rho,0.748328475921886,43.5321735989887
trio,simsec,r,0.849805982646718,43.5321735989887
trn,melsec,rho,0.779491803494131,18.9991773510704
trn,melsec,r,0.749489881909924,18.9991773510704
trn,melsim,rho,0.760859974952246,18.9991773510704
trn,melsim,r,0.815944571046856,18.9991773510704
trn,simsec,rho,0.797519999682231,18.9991773510704
trn,simsec,r,0.766082958962784,18.9991773510704
trv,melsec,rho,0.946629048374772,65.0334075723831
trv,melsec,r,0.924772856123553,65.0334075723831
trv,melsim,rho,0.93722677077313,65.0334075723831
trv,melsim,r,0.909731643486683,65.0334075723831
trv,simsec,rho,0.957711156449796,65.0334075723831
trv,simsec,r,0.953981579308743,65.0334075723831
tup,melsec,rho,0.764561318224802,7.8552940468308
tup,melsec,r,0.900982209694841,7.8552940468308
tup,melsim,rho,0.811110779923642,7.8552940468308
tup,melsim,r,0.890095918651368,7.8552940468308
tup,simsec,rho,0.741869206836507,7.8552940468308
tup,simsec,r,0.939768053743071,7.8552940468308
tutl,melsec,rho,0.828307764650561,74.9393045606854
tutl,melsec,r,0.901003034117895,74.9393045606854
tutl,melsim,rho,0.786557305585603,74.9393045606854
tutl,melsim,r,0.906377600722076,74.9393045606854
tutl,simsec,rho,0.828157948233122,74.9393045606854
tutl,simsec,r,0.917899413558041,74.9393045606854
unc-13-4A,melsec,rho,0.815062991046063,57.7379160898092
unc-13-4A,melsec,r,0.900012960907531,57.7379160898092
unc-13-4A,melsim,rho,0.822524987083393,57.7379160898092
unc-13-4A,melsim,r,0.921980356857371,57.7379160898092
unc-13-4A,simsec,rho,0.847300219688026,57.7379160898092
unc-13-4A,simsec,r,0.907094495942512,57.7379160898092
vex,melsec,rho,0.779054987509547,20.4879712674813
vex,melsec,r,0.830905834198715,20.4879712674813
vex,melsim,rho,0.836674014245391,20.4879712674813
vex,melsim,r,0.864678345154508,20.4879712674813
vex,simsec,rho,0.796038437361433,20.4879712674813
vex,simsec,r,0.876927262604436,20.4879712674813
vvl,melsec,rho,0.77870219083988,17.1552398723891
vvl,melsec,r,0.989634049212155,17.1552398723891
vvl,melsim,rho,0.729386287735973,17.1552398723891
vvl,melsim,r,0.967071444993087,17.1552398723891
vvl,simsec,rho,0.740130932364279,17.1552398723891
vvl,simsec,r,0.966130461316142,17.1552398723891
wry,melsec,rho,0.815498028458769,49.2245028993359
wry,melsec,r,0.674166413347752,49.2245028993359
wry,melsim,rho,0.865286509550464,49.2245028993359
wry,melsim,r,0.770343833472577,49.2245028993359
wry,simsec,rho,0.831434862154138,49.2245028993359
wry,simsec,r,0.758603252718716,49.2245028993359
zfh1,melsec,rho,0.76386521969719,6.63536587812757
zfh1,melsec,r,0.897296947621022,6.63536587812757
zfh1,melsim,rho,0.746969556886704,6.63536587812757
zfh1,melsim,r,0.918599024693443,6.63536587812757
zfh1,simsec,rho,0.741740225562603,6.63536587812757
zfh1,simsec,r,0.910704488732693,6.63536587812757
zfh2,melsec,rho,0.780825071524709,29.2180822247637
zfh2,melsec,r,0.956570364322868,29.2180822247637
zfh2,melsim,rho,0.77308005985924,29.2180822247637
zfh2,melsim,r,0.962169621484826,29.2180822247637
zfh2,simsec,rho,0.791991281049041,29.2180822247637
zfh2,simsec,r,0.974883959820104,29.2180822247637
zld,melsec,rho,0.87472798917838,19.4686891791569
zld,melsec,r,0.856381361104185,19.4686891791569
zld,melsim,rho,0.882210654710111,19.4686891791569
zld,melsim,r,0.896928403601687,19.4686891791569
zld,simsec,rho,0.86449605377156,19.4686891791569
zld,simsec,r,0.899221612503833,19.4686891791569
